Date,Category,Headline,Text
"December 11, 2019 23:38 IST",andhra pradesh,Job mela for physically challenged at ALC on December 15," Andhra Loyola College (ALC) will host a job mela for the physically challenged on the college campus on Sunday (December 15). The event is being organised by Youth4Jobs, an NGO working for youth with disabilities, in collaboration with ALC and AP State Skill Development Corporation (APSSDC), from 9.30 a.m. to 2 p.m. “Persons with orthopaedic, visual and hearing disabilities can make use of the opportunity. Representatives of 15 organisations will participate in the event offering an average package of ₹1.4 lakh per annum,” said G. Sahaya Baskaran, Coordinator, Higher Education for Persons with Special Needs (HEPSN), ALC."
"December 11, 2019 00:44 IST",national,Hyderabad vet rape and murder case: Bodies of accused shifted to government hospital," The bodies of four men accused in the rape and murder of the Telangana woman veterinarian, who were killed in an alleged exchange of fire with the police on December 6, were on Tuesday shifted to the State-run Gandhi Hospital here from Mahabubnagar district."
"December 11, 2019 23:43 IST",andhra pradesh,Jagan felicitates two girl students of gurukul schools," Chief Minister Y. S. Jagan Mohan Reddy felicitated two girls who were selected by the Russian government and given intensive training in innovative technology, at Secretariat on Wednesday. In appreciation, Mr. Jagan handed over cheques worth ₹1 lakh each to them."
"December 11, 2019 01:16 IST",national,"Former judges, writers, actors and activists among 720 prominent people who speak against Citizenship Bill and NRC "," More than 720 writers, actors and activists have spoken out against both the Citizenship Amendment Bill and the NPR-NRC, calling them “ill-conceived.” In a statement signed by Justices P.B. Sawant (SC retd.), Hosbet Suresh (Bombay HC retd.) and B.G. Kolse Patil (ex-Bombay HC), and Javed Akhtar, Harsh Mander, Aparna Sen and Swami Agnivesh, among others, the group said: “We must unequivocally reject CAB 2019 and at the same time in the same breath, NPR/NRC.”"
"December 11, 2019 01:37 IST",national,Women don’t need firearms: Venkaiah Naidu," With two women MPs asking to speak as the discussion on the Arms (Amendment) Bill, 2019 was wrapping up on Tuesday evening, Rajya Sabha chairperson M. Venkaiah Naidu remarked that he thought women did not need firearms and that others would protect them. "
"December 11, 2019 01:52 IST",national,Plant varieties regulator revising FAQs after farmers call foul,"  A document which food and beverages giant PepsiCo India cited to support its   earlier this year is being revised by the Protection of Plant Varieties and Farmers Rights Authority (PPV&FRA), following complaints from major farmers groups."
"December 11, 2019 06:20 IST",national,Tabrez Ansari lynching case: Jharkhand HC grants bail to six arrested, The Jharkhand High Court on December 10 granted bail to six people arrested in connection with the lynching of Tabrez Ansari in June. Justice R. Mukhopadhyay granted bail to the six after their advocate A.K. Sahani informed the court that neither their names were mentioned in the FIR registered in connection with the death of Ansari nor the main accused Papu Mandal had implicated them during interrogation by the police.
"December 11, 2019 04:30 IST",national,DRI seizes 42 kg of smuggled gold," The Directorate of Revenue Intelligence (DRI) seized 42 kg of smuggled gold worth ₹16.50 crore and arrested 10 persons in operations conducted in Kolkata, Raipur and Mumbai. “Over the past two days, the DRI has busted a pro-active gold smuggling syndicate. It led to the seizure of 42 kg of smuggled gold and jewellery weighing more than 500 gm,” said an official."
"December 11, 2019 10:11 IST",national,Justice Nanavati-Mehta Commission gives clean chit to Narendra Modi in 2002 Gujarat riots," The Nanavati-Mehta Commission on Wednesday gave a clean chit to Prime Minister Narendra Modi in the 2002 Gujarat riots, in which more than 1000 people were massacred across the State after a train bogey was torched, killing 59 pilgrims returning from Ayodhya by a mob."
"December 11, 2019 10:27 IST",national,Amit Shah was not paying attention in history classes: Shashi Tharoor on Home Minister's Partition remark ,"  Hitting back at Home Minister Amit Shah for holding the Congress responsible for India’s partition on religious lines, Congress leader Shashi Tharoor on Tuesday said the BJP president was “not paying attention” in history classes as the Hindu Mahasabha and the Muslim League were the only ones espousing the two-nation theory."
"December 11, 2019 11:46 IST",national,PM Modi pays tributes to ‘Mahakavi’ Bharathiar on his birth anniversary ," Prime Minister Narendra Modi paid tributes to poet-reformer Subramania Bharathi on his 137th birth anniversary on Wednesday, describing him as a symbol of patriotism. In a tweet, the Prime Minister said "
"December 11, 2019 11:34 IST",national,FIR against Aligarh Muslim University students for protesting against Citizenship (Amendment) Bill," An FIR has been filed against 20 named and 500 unnamed students of the Aligarh Muslim University (AMU) in connection with their protest against the Citizenship (Amendment) Bill, 2019 on Tuesday night."
"December 11, 2019 12:12 IST",national,"Citizenship Bill: Clear our doubts before expecting support from us in Rajya Sabha, says Sanjay Raut","  Shiv Sena MP Sanjay Raut on Wednesday said the dynamics in the Rajya Sabha were different from that of the Lok Sabha and asserted that the government will have to answer their queries on the Citizenship (Amendment) Bill, before they can expect support from the Maharashtra-based party."
"December 11, 2019 12:10 IST",national,Opposition speaking Pak’s language on Citizenship Bill: Modi at BJP meet, Prime Minister Narendra Modi on Wednesday accused some in the Opposition of speaking the “language of Pakistan” on the Citizenship Amendment Bill (CAB) and asserted that his government’s move would be “written in golden letters in history.”
"December 11, 2019 12:55 IST",national,Personal Data Protection Bill referred to joint select panel," The Lok Sabha on Wednesday referred the Personal Data Protection Bill, 2019, to a joint select committee of both Houses of Parliament amid Opposition protests that it breached Article 14 and Freedom of Expression and demands that it be referred to the Standing Committee on Information Technology headed by Congress MP Shashi Tharoor."
"December 11, 2019 12:25 IST",national,"CAB protests: Northeast Frontier Railway cancels, reschedules several trains ","  In view of the massive protests against the Citizenship (Amendment) Bill in Assam, the Northeast Frontier Railway on Wednesday cancelled many trains and rescheduled a few that originate from the state."
"December 11, 2019 13:04 IST",national,PSU banks back in UK court over Mallya’s non-payment of debt ,"  A consortium of public sector banks led by State Bank of India (SBI) are back in the UK high court to seek a bankruptcy order against liquor tycoon Vijay Mallya over the alleged unpaid debt of around £1.145 billion (about ₹9,000 crore)."
"December 11, 2019 13:41 IST",national,"63% of 1,965 rape cases recorded in Delhi in 2018-19 were under POCSO Act: NGO ","  63% of 1,965 rape cases recorded in Delhi in 2018-19 were committed against children, an NGO claimed.  Of the 1,965 rape cases, 1,237 were registered under the Protection of Children from Sexual Offences (POCSO) Act, it said."
"December 11, 2019 14:13 IST",national,Opposition MPs hold protests over GST compensation to States, Opposition MPs — especially those from the States where their parties head governments — on Wednesday protested and raised the issue of the inability of the Centre to pay compensation to States under the Goods and Services Tax (GST) Compensation Act. The Shiv Sena had also sent an adjournment motion for the same to the Lok Sabha but it was rejected by Speaker Om Birla.
"December 11, 2019 13:51 IST",national,RSTV briefly stops telecast of Citizenship Bill discussion on Vice President’s instruction,  Rajya Sabha TV on Wednesday briefly stopped the telecast of the live proceedings from the Upper House during the presentation of the Citizenship (Amendment) Bill on the directions of Chairman M. Venkaiah Naidu.
"December 11, 2019 14:14 IST",national,Citizenship (Amendment) Bill discriminates against Muslims: Human Rights Watch ," The Citizenship (Amendment) Bill, passed in Lok Sabha on Monday, discriminates against Muslims, Human Rights Watch (HRW) said on Wednesday. The Indian government’s  to grant citizenship to refugees from non-Muslim communities fleeing from persecution from Pakistan, Bangladesh and Afghanistan violates India’s international legal obligation, the HRW said."
"December 11, 2019 15:27 IST",national,BJP chief whip in Lok Sabha moves privilege motion against Bihar cop ,"  BJP chief whip and MP, Sanjay Jaiswal, in the Lok Sabha has given notice of a privilege motion against an additional superintendent of police in Bihar for reports in the media that arrest warrant against the MP and order for attachment of his properties had been issued."
"December 11, 2019 14:49 IST",national,Inner line permit regime extended to Manipur,  The inner line permit (ILP) regime was extended to Manipur on Wednesday with President Ram Nath Kovind signing the order in this effect.  The decision comes two days after Union Home Minister Amit Shah announced in Lok Sabha that the ILP would be extended to the northeastern State. A notification in this regard was issued by the Home Ministry.
"December 11, 2019 14:26 IST",national,Hyderabad vet rape and murder: Supreme Court to appoint ex-judge to probe killing of accused ," The Supreme Court on Wednesday said it intended to appoint a retired apex court judge to enquire into the  of a veterinarian in Hyderabad. Chief Justice of India (CJI) Sharad A. Bobde informed the petitoners, advocates G.S. Mani and Mukesh Kumar Sharma, and the Telangana government that the court had tapped its former judge, Justice (retired) P.V. Reddi, to take up the assignment, but he had declined."
"December 11, 2019 17:32 IST",national,"Citizenship (Amendment) Bill: Opposition speaking like Pakistan, says Narendra Modi", Prime Minister Narendra Modi on Wednesday accused some in the Opposition of speaking the “language of Pakistan” on the Citizenship Amendment Bill (CAB) and asserted that his government’s move would be “written in golden letters in history.” 
"December 11, 2019 17:54 IST",national,"Parliament proceedings: Citizenship Amendment Bill a slap on face of Parliament, says Chidambaram",  Senior Congress leader P. Chidambaram on December 11 termed the Citizenship Amendment Bill a slap on the face of Parliament and said the government is “ramming” through with it in order to advance its Hindutva agenda.
"December 11, 2019 20:23 IST",national,"Who can recreate J&K Constituent Assembly, Supreme Court asks Shah Faesal"," Who is the present day “competent authority” to bring the extinct Constituent Assembly of Jammu and Kashmir back to life, Justice Surya Kant, one of the five judges on the Supreme Court’s Article 370 Bench, asked J&K leader Shah Faesal on Wednesday."
"December 11, 2019 18:35 IST",national,Assam CM Sarbananda Sonowal stuck at Guwahati airport amid protests against Citizenship Bill,  Assam Chief Minister Sarbananda Sonowal was stuck at the Lokpriya Gopinath Bordoloi International airport in Guwahati for sometime on December 11 amidst large scale protests in the streets of the city against the Citizenship Amendment Bill (CAB).
"December 11, 2019 18:32 IST",national,Anti-Citizenship Bill protests: Internet to be suspended in ten districts of Assam for 24 hours,"  Internet services will be suspended in ten districts of Assam for 24 hours, beginning 7 p.m. on December 11, State government officials said, amid massive protests over the Citizenship (Amendment) Bill."
"December 11, 2019 22:03 IST",national,Citizenship (Amendment) Bill: Bangladesh faults India, Bangladesh Foreign Minister A.K. Abdul Momen on Wednesday said the Citizenship (Amendment) Bill could weaken India’s historic character as a secular nation and rejected the allegations that the minorities were facing religious persecution in his country.
"December 11, 2019 18:09 IST",national,"Citizenship Bill: 5,000 paramilitary personnel being sent to Northeast in wake of protests, say officials"," The Centre on December 11 airlifted 5,000 paramilitary personnel to Northeastern States, including Assam, for maintenance of law and order duties in wake protests over the Citizenship (Amendment) Bill, which is being debated in Parliament, officials said."
"December 11, 2019 21:13 IST",national,"After a heated debate, Rajya Sabha clears Citizenship (Amendment) Bill "," The Rajya Sabha on Wednesday passed the contentious  , with 125 votes in favour and 99 against. The Bill for the first time allows citizenship on the basis of religion to six communities from Pakistan, Afghanistan and Bangladesh. The current strength of the Upper House is 240."
"December 11, 2019 22:13 IST",national,"Citizenship (Amendment) Bill: Rethink exclusion of Muslims, allies tell government"," Asking the government to “rethink” and “revise” the Citizenship Amendment Bill (CAB), allies of the BJP in the Rajya Sabha on Wednesday sought inclusion of Muslims and those from all neighbouring countries, particularly Sri Lanka, in the Bill."
"December 11, 2019 22:01 IST",national,"Citizenship (Amendment) Bill passage: Landmark day for India’s ethos of compassion and brotherhood, says Narendra Modi ", Prime Minister Narendra Modi on December 11 described the   as a “landmark day” for India and its ethos of compassion and brotherhood. The bill will “alleviate sufferings of many who faced persecution for years” he tweeted.
"December 11, 2019 22:17 IST",national,"Citizenship (Amendment) Bill: A dark day in constitutional history of India, says Sonia"," Congress president Sonia Gandhi on Wednesday called the passage of the Citizenship (Amendment) Bill “a dark day in the constitutional history of India”, and said it “marks the victory of narrow-minded and bigoted forces over India’s pluralism”."
"December 11, 2019 22:19 IST",national,Citizenship (Amendment) Bill: Northeast MPs raise concerns of threat to indigenous identity ," Amid protests in their home States, MPs from the northeast raised concerns over the potential flow of immigrants into the region and a threat to the indigenous communities, during the discussion before the passing of the Citizenship (Amendment) Bill by the Rajya Sabha on Wednesday."
"December 11, 2019 22:26 IST",national,Heavy metals contaminating India’s rivers," Samples taken from two-thirds of the water quality stations spanning India’s major rivers showed contamination by one or more heavy metals, exceeding safe limits set by the Bureau of Indian Standards."
"December 11, 2019 22:38 IST",national,Uddhav joins chorus for GST dues," Maharahstra Chief Minister Uddhav Thackeray has written to Union Finance Minister Nirmala Sitharaman, requesting the Centre to release ₹15,558 crore in pending dues to the State, including GST compensation, citing that delayed release will impact development work in Maharashtra. "
"December 11, 2019 22:41 IST",national,New social security Bill tabled in Lok Sabha," Labour Minister Santosh Gangwar on Wednesday introduced the Code on Social Security, 2019, in the Lok Sabha. The Bill seeks to amend and consolidate laws relating to the social security of employees, subsuming eight Central laws. "
"December 11, 2019 22:35 IST",national,"Citizenship (Amendment) Bill: Abstained from voting as government didn’t give satisfactory answers, says Shiv Sena ","   The Shiv Sena on December 11 staged a walkout ahead of voting on the contentious Citizenship (Amendment) Bill in the Rajya Sabha, citing unsatisfactory response to the queries raised by the party. The Citizenship (Amendment) Bill, which seeks to provide Indian citizenship to non-Muslim migrants from Pakistan, Bangladesh and Afghanistan, was "
"December 11, 2019 22:23 IST",national,CII award for The Hindu Group, THG Publishing Pvt. Ltd. (The Hindu Group of Publications) received the CII Award for Customer Obsession 2019 for “Recognition for Active Customer Engagement” and “Special Recognition: Leveraging Digital Technologies for Superior Customer Experience” in New Delhi on Wednesday.
"December 11, 2019 22:44 IST",national,Lok Sabha passes Bill to set up unified authority for financial services," The Lok Sabha on Wednesday passed the International Financial Services Centres (IFSC) Authority Bill, 2019 which provides for the establishment of an authority to develop and regulate the financial services market. "
"December 11, 2019 22:50 IST",national,"Bill introduced in LS on welfare of senior citizens, parents "," A Bill that seeks to impose six months imprisonment or a fine of ₹10,000 or both on those who abuse parents, in-laws or senior citizens under their care was introduced in the Lok Sabha on Wednesday by Minister for Social Justice and Empowerment Thawarchand Gahlot. "
"December 11, 2019 22:53 IST",national,"Put all courts on alert in J&K, Ladakh: Jammu and Kashmir High Court Chief Justice"," Jammu & Kashmir High Court Chief Justice Gita Mittal and Judge Rajesh Bindal on Wednesday sought upgradation of security at all court premises in the Union Territories (UTs) of J&K and Ladakh, including district courts, in the wake of threats from militants and strike calls by lawyers."
"December 11, 2019 22:57 IST",national,Tharoor questions Speaker’s direction to cancel IT panel meeting, Congress leader and Chairman of the Parliamentary Panel on Information and Technology Shashi Tharoor questioned Lok Sabha Speaker Om Birla’s direction to cancel a meeting of the committee scheduled for Wednesday. 
"December 11, 2019 22:59 IST",national,Ayodhya verdict review: Supreme Court judges to hear petitions in their chambers," A five-judge Bench led by Chief Justice of India Sharad A. Bobde will on Thursday consider 18 petitions seeking a review of its November 9 verdict permitting the construction of a temple on the land where the Babri Masjid in Ayodhya stood before it was razed down on December 6, 1992 by kar sevaks."
"December 11, 2019 12:00 IST",business,Sushil Modi replaces Nirmala Sitharaman as head of GoM on IGST settlement ,"  Bihar deputy chief minister Sushil Modi will be the convener of a Group of Ministers on Integrated Goods and Services Tax (IGST) replacing Finance Minister Nirmala Sitharaman, GST Council sources said on December 10."
"December 11, 2019 22:12 IST",business,"Walmart, Flipkart rope in Ninjacart"," American retail major Walmart and its Indian arm Flipkart have announced a joint strategic investment in city-based Ninjacart, a start-up in the fresh agri produce space. The three partners aim to help ensure better access to high-quality fresh produce for more retailers and consumers across India while also creating economic opportunities for farmers, Flipkart said in a release. The Ninjacart partnership would help Walmart and Flipkart strengthen direct sourcing of fresh produce for Walmart India’s Best Price B2B cash-and-carry stores and Flipkart’s online grocery business Supermart. The investment would also support the fresh produce start-up to expand its customer base, reach new cities and gain exposure to global best practices to enhance the efficiency of the local fresh produce ecosystem, the company said."
"December 11, 2019 22:09 IST",business,Nod to ring-fence successful IBC suitors," The Union Cabinet on Wednesday approved the proposal to make amendments in the Insolvency and Bankruptcy Code 2016, through the Insolvency and Bankruptcy Code (Second Amendment) Bill, 2019. This also includes a provision to ring-fence successful resolution applicants from criminal proceedings with regard to offences committed by previous promoters of a company."
"December 11, 2019 17:53 IST",business,Richard Branson to meet Uddhav Thackeray over Mumbai-Pune Hyperloop project ,  British billionaire Richard Branson on Wednesday said he will meet Maharashtra Chief Minister Uddhav Thackeray to clear “misunderstandings” and to gauge the new administrations interest in the $10 billion Mumbai-Pune Hyperloop project.
"December 11, 2019 22:12 IST",business,QIA to buy 25% in Adani power distribution firm ," Qatar Investment Authority (QIA), the sovereign wealth fund of Qatar, has agreed to buy 25.1% stake in Adani Electricity Mumbai Limited (AEML) for ₹3,200 crore (about $450 million). Adani Transmission Limited (ATL), along with AEML, has signed agreements for the sale of a 25.1% stake in AEML to a subsidiary of QIA and for a shareholder subordinated debt investment by QIA in the power firm."
"December 11, 2019 22:09 IST",business,Retail PV sales grew 1% in November: Federation of Automobile Dealers Associations ," Retail passenger vehicle (PV) sales grew by a marginal 1% in November, according to data released by the Federation of Automobile Dealers Associations (FADA). “With strong spillover demand post the festive season, the month of November gave extended cheer to the dealer community with retails registering a slight growth year-on-year in all segments except commercial vehicles, where demand still continues to be quite weak,” FADA president Ashish Harsharaj Kale said."
"December 11, 2019 22:13 IST",business,Macquarie sees possibility of a PSB taking over Yes Bank," With Yes Bank unable to firm up its capital-raising plan, and in case if it fails to do so in the next six months, there is a possibility of a public sector bank (PSB) being asked to take over the lender, broking firm Macquarie wrote in a note to its clients."
"December 11, 2019 22:20 IST",business,Will be third time lucky in India: Branson," Virgin Group founder Richard Branson said India would be Virgin Atlantic’s third largest market after the U.K. and U.S. in 2020 and his airline has lined up expansion plans for the market after Jet Airways, its erstwhile code share partner, went bust. "
"December 11, 2019 22:14 IST",business,Shaktikanta Das for coordination among banks to resolve stressed assets ," Reserve Bank of India (RBI) Governor Shaktikanta Das has called for co-ordination among banks for resolving stressed assets in the banking sector, at a meeting of public sector bank CEOs on Wednesday."
"December 11, 2019 22:17 IST",business,Insurers may invest in debt ETFs of CPSEs: IRDAI, The Insurance Regulatory and Development Authority of India (IRDAI) has decided to permit insurers to invest in debt ETFs (exchange traded funds) with underlying debt securities of central public sector enterprises (CPSEs). 
"December 11, 2019 22:22 IST",business,Cashless hospitalisation in 90 seconds thanks to AI: ICICI Lombard," ICICI Lombard, one of the country‘s leading private players in general insurance, has recently introduced AI- based approval for cashless treatment. The AI algorithms help in determining the admissibility and also in the adjudication of a claim. Behind the scenes, intelligent character recognition and optical character recognition helps in extracting data from documents that come from the hospital, claimed the company."
"December 11, 2019 22:25 IST",business,"Hyundai, Nissan to raise prices from January 2020","  Hyundai Motor India and Nissan Motor India have announced a price hike across models, following a rise in input costs, with effect from January 2020.While Nissan announced a price hike of 5% across its models such as Nissan and Datsun, Hyundai Motor’s price increase may vary according to models and fuel types. “In the current challenging market conditions, we are constrained to increase the price of all Nissan and Datsun models due to increased costs. The proposed price increase will be effective from January 2020,” said Rakesh Srivastava, MD, Nissan Motor India Pvt. Ltd."
"December 02, 2019 10:04 IST",markets,Rupee slips 4 paise to 71.78 against USD in early trade ,  The Indian rupee opened on a cautious note and fell 4 paise to 71.78 against the US dollar in early trade on Monday as economic growth concerns and rising crude oil prices kept investors edgy. Forex traders said investors traded the cautious path after India’s Q2 GDP growth dipped to over 6-yr low of 4.5 %.
"December 11, 2019 22:24 IST",business,ADB cuts India growth forecast to 5.1% ," The Asian Development Bank (ADB) has lowered its forecast for India’s GDP growth in the current financial year 2019-20 to 5.1% from its earlier estimate of 6.5%. “Growth in India is expected to slow to 5.1% in 2019 as the foundering of a major non-banking financial company in 2018 led to a rise in risk aversion in the financial sector and a credit crunch,” ADB’s Asian Development Outlook Supplement 2019 said. “Also, consumption was affected by slow job growth and rural distress aggravated by poor harvest. "
"December 02, 2019 21:34 IST",kolkata,Onions missing from Bengal’s fish fry," Golok Nanda, an onion vendor in Kasba market in south Kolkata, was a worried man. He said on Monday that the Bengal’s iconic snack “fish fry” was being sold without onion, over the last fortnight. It was “sacrilege”, he said."
"December 02, 2019 11:54 IST",markets,Telco shares zoom on tariff hike ," Shares of Mukesh Ambani-led Reliance Industries (RIL) and Sunil Bharti Mittal-led Bharti Airtel touched a new 52-week high of ₹,1614 and ₹485.75 on Monday, while shares of Vodafone Idea breached their upper circuit limits of ₹7.51 after the telcos announced tariff hike for pre-paid customers on Sunday."
"December 02, 2019 01:33 IST",delhi,A body blow for patients," Narendra Nath from Uttar Pradesh is sitting with his five-year-old son on the pavement outside the country’s premier All India Institute of Medical Sciences (AIIMS) in the Capital on a cold Saturday morning, sipping tea and munching glucose biscuits."
"December 02, 2019 01:33 IST",delhi,Three minors riding scooter without helmets killed in accident," Three minors, who were speeding on a scooter without wearing helmets, died after their two-wheeler rammed a pole near Delhi Gate here, the police said on Sunday. The deceased, identified as Mohammad Saad (14), Osama Malik (17) and Hamza Malik (15), all stayed near Turkman Gate with their families. Hamza and Saad were cousins and were studying in a private school in Nizamuddin, while their friend Osama was studying at a madrasa near Delhi Gate."
"December 02, 2019 01:34 IST",delhi,"Security guard impersonates IPS officer, harasses women; arrested "," A 38-year-old security guard, who allegedly posed as an IPS officer from Uttar Pradesh and harassed women by making phone calls and offering fake government jobs, has been arrested from a village in Gurugram on various charges including stalking and molestation, the Delhi police said on Sunday."
"December 02, 2019 01:34 IST",delhi,"After a warm November, mercury drops to single digit"," The minimum temperature in the Capital fell to singl digit on Sunday with the minimum temperature settling at 9.4 degrees Celsius, one degree below the season’s average. The maximum temperature was recorded at 23.4 degrees Celsius, two degrees below the average for the season. "
"December 02, 2019 01:34 IST",delhi,Air quality worsens to ‘poor’ category," The air quality of the city worsened on Sunday to “poor” category from “moderate” level on Saturday. The pollution is likely to increase on Monday and Tuesday, said government-run monitoring agency System of Air Quality and Weather Forecasting and Research (SAFAR)."
"December 02, 2019 01:35 IST",delhi,Amanatullah Khan seeks support for AAP from Gujjar community , Aam Aadmi Party MLA Amanatullah Khan on Sunday told the Gujjar community that the party has “given” them facilities but it pains that the community supports AAP less compared to others. The MLA made the comment during an event to commemorate the murder of Rupesh Gujjar in Taimur Nagar. Chief Minister Arvind Kejriwal was also present at the event.
"December 02, 2019 01:35 IST",delhi,JNUSU appeals to students to carry on strike , The Jawaharlal Nehru University Students’ Union (JNUSU) on Sunday appealed to students to carry forward the 33-day agitation demanding a complete rollback in the hostel fee hike and not to “bow down” to threats by the administration.
"December 02, 2019 01:35 IST",delhi,Open season for closed campus," How would a closed North Campus of Delhi University look like? The area, flanked by the Najafgarh drain on one side, the Kamla Nehru ridge on the other, the Ring Road in the North and Kamla Nagar in the south, is primarily dotted with university buildings, including various colleges, hostels, sports complexes and administrative blocks. And if the university authorities have their way, the campus will be closed off to the public."
"December 02, 2019 01:35 IST",delhi,Deputy CM inaugurates Youth festival ," Deputy Chief Minister Manish Sisodia on Sunday inaugurated the ninth edition of the Youth Festival which will be held upto December 6 at Central Park in Connaught Place from 6 p.m. The six-day event will have different programmes, including music, dance, and theatre."
"December 02, 2019 01:36 IST",delhi,"7 years on, yet no punishment to culprits: Nirbhaya’s mother "," It has been seven years and my daughter’s culprits are yet to be punished, said Nirbhaya’s mother. She was speaking in the wake of an incident in Hyderabad where a 27-year-old veterinarian was gang-raped and murdered."
"December 02, 2019 01:37 IST",delhi,‘92.9% cases of crime against women pending in city courts’ ," With a conviction rate of just 33.2%, the Capital recorded 92.9% cases of crime against women pending in various district courts, stated National Crime Records Bureau data for 2017. A total of 41,302 cases, including 10,120 cases in 2017, are pending for trial in six district courts of Delhi. According to the data, convictions have taken place in 690 cases."
"December 02, 2019 01:37 IST",delhi,‘Fixing circle rate a policy decision to be taken by govt.’," Fixing the circle rate is a policy decision which is to be taken by the government, the Delhi High Court has remarked while declining to entertain a petition seeking direction to the city government to fix the minimum circle rates for flats commensurate with the category of the colony."
"December 02, 2019 01:38 IST",delhi,High Court issues notice to National Law University," The Delhi High Court has issued notice to the National Law University, Delhi (NLUD) on a petition seeking removal of Prof. G.S. Bajpai, Registrar of NLUD, alleging misconduct, abuse of public office and nepotism."
"December 02, 2019 01:37 IST",delhi,‘Centre not supplying onions to Delhi govt.’," Deputy Chief Minister Manish Sisodia on Sunday said that the Central government is “intentionally not supplying” onion to the Delhi government and there is a “conspiracy” behind it. The last time the Centre supplied onion was on November 24, he said. "
"December 02, 2019 01:39 IST",delhi,Akali MLA blackens signboard of Aurangzeb lane, Shiromani Akali Dal (SAD) MLA Manjinder Singh Sirsa along with other Delhi Sikh Gurdwara Management Committee (DSGMC) members blackened Aurangzeb Lane signboard in Lutyens’ Delhi on Sunday and demanded removal of Mughal emperor’s name from road signages and textbooks. 
"December 02, 2019 01:40 IST",delhi,Auto sector workers stage dharna against layoffs , Workers of automobile companies staged a day-long dharna —  outside mini-secretariat here on Sunday in protest against the large-scale layoffs due to economic slowdown. The agitating workers also expressed solidarity with the Honda contractual workers holding strike for almost a month against their retrenchment.
"December 02, 2019 01:39 IST",delhi,Two young men shot dead by friends ," Two persons were shot dead allegedly by three of their friends during a heated argument which ensued after a pre-wedding party at a hotel in Sector 3, Vaishali in Indirapuram police station area, the police said on Sunday."
"December 02, 2019 05:33 IST",delhi,Revenue from Taj Mahal up 4 times over 5 years," The revenue earned from the Taj Mahal in Agra went up around four times over five years ending in 2018-2019, according to data given by the Union Ministry of Culture to the Lok Sabha in the ongoing session of Parliament."
"December 02, 2019 13:56 IST",delhi,AAP seeks accountability from Amit Shah over Delhi’s ‘deteriorating’ law-and-order situation , The Aam Aadmi Party sought accountability from Home Minister Amit Shah on Monday over alleged deterioration of the law-and-order situation in Delhi and asked what has he done to provide security to women in the national capital.
"December 02, 2019 12:49 IST",delhi,Watch: Congress leader hails Priyanka Chopra instead of Priyanka Gandhi, Former Delhi Congress MLA Surender Kumar on Sunday made a gaffe at a public meeting when he mixed up the names of Congress general secretary Priyanka Gandhi Vadra and Bollywood actor Priyanka Chopra.
"December 02, 2019 00:34 IST",other states,Adityanath orders probe into death of schoolgirl, Uttar Pradesh Chief Minister Yogi Adityanath on Sunday ordered a probe by a Special Investigation Team into the death under suspicious circumstances of a schoolgirl. His decision comes a day after Congress general secretary Priyanka Gandhi Vadra wrote to him seeking action in the case. 
"December 02, 2019 01:38 IST",delhi,Delhi Congress organises rally against ‘state of economy’," The Delhi Congress on Sunday held a rally at Bawana as part of its ongoing “Halla Bol” agitation against the Modi government’s economic policies, rising unemployment rate and the government’s notification regarding the regularisation of unauthorised colonies in the city."
"December 02, 2019 00:49 IST",other states,"Solution to Naga issue likely soon, says CM "," Nagaland Chief Minister Neiphiu Rio on Sunday greeted people on the occasion of the 57th Statehood Day, contending that the long-awaited solution to the vexed Naga political issue might be in sight. Addressing people at Khouchiezie (Kohima local ground), where the India Reserve Battalion had organised a programme on the occasion, he said negotiations between the Naga political groups and the Centre have concluded and people of the State were set to witness “history” very soon."
"December 02, 2019 00:57 IST",other states,Rape accused arrested after victim ends life in Odisha , The Odisha government on Sunday placed a police officer under suspension as he did not initiate investigation into an allegation of rape after which the victim reportedly committed suicide in Mayurbhanj district.
"December 02, 2019 00:50 IST",other states,"Braille booklet in Odia to create awareness about HIV, AIDS "," An Odia Braille booklet to create awareness about HIV infection and AIDS among the visually impaired has been printed by the Red Cross Computerised Braille Press in Berhampur. This Braille press is the only one in Odisha. It is also located in Ganjam, the most HIV infection prone region of the State. Ahead of the World AIDS Day, the Odisha AIDS Control Society had got this special booklet printed for the visually impaired."
"December 02, 2019 00:59 IST",other states,Gauhati University offered unapproved courses: CAG ," The Gauhati University has jeopardised the career prospects of nearly 74,000 students and collected ₹39 crore as enrolment fees from them by offering 21 unapproved courses through its distance learning centre for seven years, the Comptroller and Auditor General of India has said in a report."
"December 02, 2019 02:11 IST",other states,Bypoll setback: Rumblings in Bengal BJP over stand on NRC , The setback to the BJP in the recently concluded bypolls has triggered discussion within its sections whether the saffron party needs to rethink its strategy on the National Register of Citizens (NRC). A section of the leadership has unequivocally blamed the party’s over-emphasis on its implementation for the loss but others including State president Dilip Ghosh are of the opinion that the blame should not be put on it.
"December 02, 2019 04:28 IST",other states,One arrested in Tonk rape case,  The Rajasthan police on Monday arrested a 40-year-old man on charges of rape and murder of a minor girl at Kherli village in Tonk district. The child’s body was recovered from the bushes in an isolated area near the village on Sunday.
